fa5b09d4-5cdf-4f8f-8911-dfb24294dc1f	1
f618d135-c416-484c-a71b-e3eee927c413	1
30ee57c0-5358-49fc-921d-c227c774c2f2	1
6c1e3fad-c994-4b1e-816c-21fcdae6553b	1
2d226702-fe1e-4ad3-a5a3-5840bdef40f2	1
9ac080a0-8f99-489b-97d2-498ce54b729c	0
32198427-a893-4be9-bac7-23945f9b88dd	1
b04c88b2-e651-471d-9e11-6c1b874bccd9	1
7330a5e6-75d3-46db-b03e-55dbe226ff30	1
aa2dbbd8-ff42-4fc9-be22-3f78781c6766	1
b9fcc835-c7c1-4a38-8f7b-13d5c8445ed2	1
aa22e824-691c-497e-83eb-293fa3c1ec97	1
15195478-7774-41de-bf25-36a69d46a96d	1
cebb3da9-80d5-45d3-b7e9-771a31c6f317	0
e083ff8a-865a-46b7-b549-4dc7e0df8e02	1
45ce33ec-f6d0-42b6-8322-4446170e4297	1
7a73de62-8136-4270-8ba5-b322939bdcd3	1
74161063-26b6-4735-a01c-32c029a89eda	1
8051834b-39be-4da7-9711-1069d0a62a7f	1
67639c20-92f2-4580-accf-79cccdd511a0	1
e442c84a-3a69-4eda-949d-19a948293da6	1
d71f44b7-b423-4a6d-9b8a-1407661ffabb	1
d042e260-4dcb-4adc-a888-53fb29e43111	1
69bebd2d-f3ec-46d5-ae5b-761193998753	1
8cb0b0d4-064d-4874-8023-1c216ae7a9d0	1
853c2591-54d3-4f3d-b4d8-10881887835d	1
87370e37-ad4b-4c36-9cad-c6177e35524e	1
c979e867-8b30-478a-9932-d1b82cab27cc	1
64551c15-73e5-4b53-96b7-ba5d45aaa649	1
f79db3f0-ea60-4b6f-88b1-53164a93293d	1
16e35645-07a9-476f-ab73-8414dbf378fa	1
e07ef91a-99c7-4e3b-8510-784a5de97733	0
2b43a384-4c9a-4606-aefc-1099c50b25f8	1
65faebd6-89d5-44b0-a53c-8c8e8ac412cb	0
6f575a52-17ce-4c9f-b23c-89ecadaec148	1
1c3d9451-4e2e-4f59-bf87-b8b7100dc20c	1
fac6b303-49e3-49c3-8eeb-53a391075fa6	1
242c79ea-37a4-41be-8d36-a8e375cb6f86	1
d99ccd01-d91b-4b32-8198-208071aeb92f	1
5cc40413-eaed-482d-802c-abd6cce3fb7f	1
cbbe7a76-0f64-4963-bec7-528b52fbab29	1
72073c0d-c8ba-4a0d-a96a-ed54a06d6eed	1
bf1347f7-c9f5-4886-8d8d-1a22760b9887	1
ef195189-7e4d-463e-aaab-3478f2010968	1
130eab37-8203-411c-8ea8-e1ea609b7b51	1
87afdbfd-5f32-4b12-8a83-4b601952e37c	1
5babe183-e411-401a-842f-7800e41eb852	1
5499b547-7b40-4ed1-a984-42cac0aa464e	1
b129305d-8dcb-40c4-a5f2-2867e72be0d0	1
1f5e16c1-f71a-47a0-8250-e171a1eaea59	1
f603ad7e-3243-43ab-bb6b-32657bdf2473	1
60602c7e-d11f-441d-9ed1-b38c1aa44497	1
4485c4bf-5931-4b40-b135-d7efd3707e43	1
2191d68b-3063-4231-8838-66ae2851e6dc	1
1cea2571-b645-498c-8794-9b1979aed581	1
fa3592dd-8a84-4ef3-ad8d-e7d92b992b74	1
3aa741cb-1905-456a-bd4c-2854f62b0825	1
7cf24f7c-eff7-408a-a1b3-30ddb7ca295e	0
b27f0c6f-ddab-4f69-a87a-358d293cba88	1
feab3078-672d-4226-aa6c-32e53daf4ada	1
6bdd7e93-4eb1-472a-b806-dbaf05e60a5f	1
e9f2f54d-d909-4073-af58-6e9990a69212	1
a2f1e33d-83e1-4890-b67c-2967e984358a	1
9f3db092-6ad1-4947-9d9d-fc1729b3b5b3	1
8b7f6650-effc-47b0-8b1f-4d1d1321b404	0
4728f1d6-57db-4c2a-bbbc-a4df1f2cb7e8	1
e7799d08-f27a-4b8f-9b01-87af73009ea9	1
26a2234b-ad90-4399-8ef2-491287924b92	1
ae9d2970-a439-4f9d-b29e-7f22d399dd39	1
391cba85-f645-4cbe-8b9e-aaf2fd7713dd	1
b999d0d5-f82d-4a03-aaad-0f0d36a5b4ed	1
5b0d718c-13e9-46c5-bede-78fe00432c55	1
d195501c-9a2c-4e84-921c-f234e5ab762f	1
fe7cf7ba-c466-4a5c-8909-12ecbf1d875b	1
a8bf91b5-a640-4cdb-bbcc-d8a8d4e0b549	1
75e3881e-838d-4d41-a654-80c12e6ad374	1
caff0133-2ce3-4786-9743-5d3012e574b4	1
2a18579f-18fa-489f-92af-8b1263bc7b3b	1
c5379539-ef54-41ff-aea9-f4708a7c8562	1
e081f469-12d9-4954-906a-94ce74e34e90	1
43568f67-bada-40b3-b4db-383ce9c568cf	1
5b0ec333-39e8-4abc-a9f9-0714c9b05eb6	0
7be878cd-0629-4f3e-9a91-153f7cab18b8	1
09326b8e-4341-46a4-ae33-8c1709ab65dc	0
2918fa4d-b8ad-40a2-88f2-fefc54d288d4	1
3807d3e1-ae2c-4f30-b411-1efaf0fb1319	0
00fb02ae-01bc-4506-9e23-9588ad8fee5c	1
d018edcc-9ab6-448f-babc-0b9dde95a31b	1
ab1a9bdd-b118-4c46-baea-3be32d6c7f88	0
cfad78ca-de4b-4a7d-9fda-70661e9ff6f9	1
